groupz    galz    R200    Sigma    Lgroup    Nmemb    Mgroup    DeltaLSS    dR200    MassBest    nI    nB    gReI    gReB    diskhI-tot    diskhB-tot    bulgeRe-I    bulgeRe-B    diskInc-I    diskInc-B    SFRBest    sSFRBest    B-I    Jmag    Hmag    Kmag    BulgeMass    DiskMass    FUV-NUV    umag    gmag    rmag    imag    zmag    
0.05542     0.05712     1.299     368.7     8.1612e+11      41     2.6271e+14      1.291     0.192     5.3200e+10       3.71       3.23       2.891       2.958     NA    NA      1.724       1.700      49.066      49.840      0.0192     .6006e-13       1.459     14.703     14.549     14.674     .3670e+10      .0204e+10      NA    18.035    16.411    15.693    15.339    15.066    
0.05542     0.05565     1.299     368.7     8.1612e+11      41     2.6271e+14      1.291     0.683     2.3800e+10       4.38       2.97       1.420       1.326     NA    NA      0.643       0.634      41.323      41.323      0.0068     .8594e-13       1.507     16.107     16.044     16.711     .6568e+10      .7495e+09      NA    19.718    17.997    17.228    16.879    16.586    
0.05542     0.05448     1.299     368.7     8.1612e+11      41     2.6271e+14      1.291     0.112     1.1400e+10       0.78       0.62       3.581       3.721       2.270       2.461     NA      1.556     NA     74.343      0.8819     .7360e-11       1.375     16.396     16.987     17.599     NA    NA    NA    19.283    18.139    17.473    17.091    16.892    
0.05542     0.05582     1.299     368.7     8.1612e+11      41     2.6271e+14      1.291     0.444     8.7300e+10     NA    NA    NA    NA    NA    NA      3.957       0.516      57.927      57.927      0.4843     .5472e-12       1.204     14.551     14.215     14.463     .5763e+10      .4715e+10       1.309     17.991    16.231    15.49    15.116    14.962    
0.05542     0.05641     1.299     368.7     8.1612e+11      41     2.6271e+14      1.291     0.000     4.1900e+11       3.42       3.68       7.298       9.533     NA    NA    NA    NA    NA    NA     0.2385     .6920e-13       1.449     13.425     13.133     13.242     NA    NA    NA    16.76    15.157    14.324    13.965    13.779    
0.05542     0.05474     1.299     368.7     8.1612e+11      41     2.6271e+14      1.291     0.060     4.7500e+09       1.35       1.33       2.428       2.773       1.337       1.556       0.934       1.558      73.846      75.114      0.0107     .2533e-12       1.318     16.911     16.800     17.654     .8395e+08      .6870e+09      NA    19.892    18.773    18.08    17.696    17.475    
0.05542     0.05593     1.299     368.7     8.1612e+11      41     2.6271e+14      1.291     0.089     9.8900e+10       5.00       4.20       4.954       5.055     NA    NA    NA    NA    NA    NA     0.0001     .0000e-14       1.402     14.979     14.786     14.882     NA    NA    NA    18.291    16.627    15.936    15.525    15.287    
0.05542     0.05736     1.299     368.7     8.1612e+11      41     2.6271e+14      1.291     0.394     5.0100e+10       1.91       1.61       5.660       5.218       2.445       2.552       1.747       0.050      38.067      34.022      0.5051     .0081e-11       1.292     15.359     15.321     15.394     .1068e+10      .4014e+10      NA    18.515    16.879    16.186    15.766    15.623    
0.05542     0.05772     1.299     368.7     8.1612e+11      41     2.6271e+14      1.291     0.180     1.1600e+10       1.24       1.10       2.671       2.613       1.483       1.523     NA    NA    NA    NA     0.0767     .6141e-12       1.330     16.279     16.109     15.998     NA    NA     0.322     19.022    17.875    17.226    16.914    16.647    
0.05542     0.05586     1.299     368.7     8.1612e+11      41     2.6271e+14      1.291     0.221     5.7800e+10       5.64       4.02       4.305       3.377     NA    NA      0.442       0.795      46.101      46.101      0.0001     .0000e-14       1.476     15.800     15.424     15.843     .0538e+10      .0594e+10      NA    18.944    17.257    16.535    16.145    15.904    
0.05542     0.05784     1.299     368.7     8.1612e+11      41     2.6271e+14      1.291     0.882     4.2000e+09       0.92       0.76       3.781       3.890       2.311       2.489       1.151       1.914      71.575      73.975      0.0001     .0000e-14       1.079     17.225     NA    16.848     NA    .2711e+09      NA    19.503    18.365    17.854    17.517    17.155    
0.05542     0.05641     1.299     368.7     8.1612e+11      41     2.6271e+14      1.291     0.265     4.3900e+10       3.64       3.39       5.220       6.023     NA    NA      3.516       3.516      46.889      46.889      0.6209     .4144e-11       1.393     14.554     14.562     14.566     .2523e+10      .6319e+09      NA    17.999    16.358    15.658    15.285    15.029    
0.05542     0.05342     1.299     368.7     8.1612e+11      41     2.6271e+14      1.291     0.194     2.9700e+10       3.30       2.96       1.808       2.005     NA    NA      1.091       1.091      20.651      20.651      0.0044     .4638e-13       1.480     15.359     15.078     15.330     .5277e+10      .1157e+09      NA    18.654    17.028    16.277    15.912    15.642    
0.05542     0.05686     1.299     368.7     8.1612e+11      41     2.6271e+14      1.291     0.747     2.8600e+10       1.88       1.35       9.466      10.380       3.913       5.354       3.414       4.007      42.020      42.648      2.1084     .3720e-11       1.106     14.577     14.159     15.067     .4362e+10      .4166e+10       0.631     17.421    15.97    15.485    15.2    15.142    
0.05542     0.05657     1.299     368.7     8.1612e+11      41     2.6271e+14      1.291     0.273     1.3200e+09       0.93       0.83       3.844       4.044     NA    NA    NA    NA    NA    NA     1.1399     .6356e-10       0.698     17.124     NA    NA    NA    NA     0.646     19.283    18.394    18.101    17.955    17.942    
0.05542     0.05385     1.299     368.7     8.1612e+11      41     2.6271e+14      1.291     0.424     7.0000e+09       0.88       0.87       1.899       2.065       1.164       1.280     NA      1.230     NA     68.000      0.0658     .4015e-12       1.526     16.444     16.806     17.370     NA    NA    NA    20.035    18.843    18.113    17.646    17.186    
0.05542     0.05503     1.299     368.7     8.1612e+11      41     2.6271e+14      1.291     0.643     8.6099e+09     NA    NA    NA    NA    NA    NA    NA    NA    NA    NA    NA    NA    NA    NA    NA    NA    NA    NA    NA    NA    NA    NA    NA    NA    
0.05542     0.05653     1.299     368.7     8.1612e+11      41     2.6271e+14      1.291     0.929     3.5237e+09     NA    NA    NA    NA    NA    NA    NA    NA    NA    NA    NA    NA    NA    NA    NA    NA    NA    NA    NA    NA    NA    NA    NA    NA    
0.05542     0.05654     1.299     368.7     8.1612e+11      41     2.6271e+14      1.291     0.925     6.3241e+09     NA    NA    NA    NA    NA    NA    NA    NA    NA    NA    NA    NA    NA    NA    NA    NA    NA    NA    NA    NA    NA    NA    NA    NA    
0.05686     0.05801     0.321     177.7     4.5204e+10       5     3.9871e+12      0.155     1.814     5.7700e+08       0.70       0.73       2.028       2.159       1.304       1.364       1.016       0.777      63.336      65.612      5.7700     .0000e-08       1.081     17.764     16.680     NA    NA    .9061e+09      NA    NA    NA    NA    NA    NA    
0.05686     0.05654     0.321     177.7     4.5204e+10       5     3.9871e+12      0.155     1.077     4.4700e+10       6.39       5.90       4.639       4.209     NA    NA      1.745       1.293      46.553      45.190      0.6724     .5043e-11       1.181     14.568     14.440     14.624     .9405e+10      .7073e+09      NA    NA    NA    NA    NA    NA    
0.05686     0.05681     0.321     177.7     4.5204e+10       5     3.9871e+12      0.155     0.454     1.6300e+10       1.40       1.04       3.712       4.117       1.999       2.435       0.752       1.183      76.830      76.272      2.2702     .3928e-10       1.375     16.294     15.723     16.276     .4526e+09      .1563e+09      NA    NA    NA    NA    NA    NA    
0.05686     0.05654     0.321     177.7     4.5204e+10       5     3.9871e+12      0.155     0.000     7.1900e+10       3.66       3.32       3.606       3.695     NA    NA      1.298       3.355      77.283      77.283      0.4685     .5159e-12       1.388     14.525     14.344     14.541     .6652e+10      .6031e+10      NA    NA    NA    NA    NA    NA    
0.05686     0.05665     0.321     177.7     4.5204e+10       5     3.9871e+12      0.155     1.704     6.0500e+08       1.20       1.04       3.616       3.522       2.021       2.083       1.015       0.933      47.839      43.927      6.0500     .0000e-08       0.833     16.720     16.156     16.895     .5489e+07      .8680e+08      NA    NA    NA    NA    NA    NA    
0.05738     0.05703     0.573      69.7     1.2422e+11       9     2.2600e+13      0.724     1.419     2.8600e+09       0.44       0.20       3.766       3.258       2.604       2.532       1.497       1.240      80.253      80.682      0.0342     .1965e-11       1.024     16.953     16.926     16.866     NA    .8529e+09       0.324     NA    NA    NA    NA    NA    
0.05738     0.05711     0.573      69.7     1.2422e+11       9     2.2600e+13      0.724     1.232     1.4400e+10       2.17       1.25       9.369       8.371       3.180       4.465       2.371       0.014      25.271      28.162      2.8851     .0036e-10       0.821     14.698     14.815     15.361     .0725e+10      .7448e+09       0.379     NA    NA    NA    NA    NA    
0.05738     0.05742     0.573      69.7     1.2422e+11       9     2.2600e+13      0.724     0.801     1.5000e+09       1.49       1.37       2.288       2.053       1.194       1.141       1.435       1.922      54.124      54.124      0.2171     .4471e-10       0.907     17.478     17.458     NA    .0497e+08      .4384e+09      NA    NA    NA    NA    NA    NA    
0.05738     0.05714     0.573      69.7     1.2422e+11       9     2.2600e+13      0.724     0.260     6.3100e+09       0.90       0.66       3.590       3.487       2.213       2.313     NA      1.331     NA     40.477      0.2704     .2856e-11       1.133     16.329     15.984     16.148     NA    NA     0.170     NA    NA    NA    NA    NA    
0.05738     0.05772     0.573      69.7     1.2422e+11       9     2.2600e+13      0.724     0.352     3.4400e+09       1.50       1.21       5.383       4.853       2.645       2.725       2.266       2.009      37.495      31.008      9.4707     .7531e-09       0.446     NA    NA    16.726     .4639e+08      .9568e+09       0.248     NA    NA    NA    NA    NA    
0.05738     0.05700     0.573      69.7     1.2422e+11       9     2.2600e+13      0.724     0.144     3.8700e+10       5.42       5.94       5.672       8.641     NA    NA    NA    NA    NA    NA     0.1772     .5783e-12       1.326     14.980     14.607     15.196     NA    NA     0.535     NA    NA    NA    NA    NA    
0.05738     0.05700     0.573      69.7     1.2422e+11       9     2.2600e+13      0.724     0.152     4.5600e+10       5.88       6.49       3.490       5.697     NA    NA    NA    NA    NA    NA     0.0597     .3091e-12       1.542     15.068     14.691     15.082     NA    NA     0.306     NA    NA    NA    NA    NA    
0.05738     0.05729     0.573      69.7     1.2422e+11       9     2.2600e+13      0.724     0.000     1.8600e+10       3.81       3.40       5.753       4.938     NA    NA      3.065       3.065      58.466      58.466      0.0001     .0000e-14       1.297     15.375     14.812     15.200     .6695e+10      .0860e+10      NA    NA    NA    NA    NA    NA    
0.05738     0.05788     0.573      69.7     1.2422e+11       9     2.2600e+13      0.724     0.816     7.2000e+09       0.86       0.81       1.520       1.544       0.939       0.952       1.391       0.493      60.799      59.433      0.5570     .7360e-11       1.286     17.020     17.103     16.683     NA    .7807e+09      -0.908     NA    NA    NA    NA    NA    
0.05738     0.05740     0.573      69.7     1.2422e+11       9     2.2600e+13      0.724     0.352     3.0800e+09       2.29       2.59       2.546       2.289     NA    NA      0.784       1.092      34.061      34.061      0.0852     .7660e-11       1.029     17.908     16.542     16.389     .8501e+08      .7194e+09       0.013     NA    NA    NA    NA    NA    
